"","country","degree","sex","age","year","earn.month","flags"
"536","Ireland","Master’s, Doctoral or equivalent education","F","25-64 years",2017,263.40445,""
"537","Ireland","Master’s, Doctoral or equivalent education","M","25-64 years",2017,239.93504,""
"538","Ireland","Bachelor’s or equivalent education","T","25-64 years",2017,212.73369,""
"539","Ireland","Bachelor’s or equivalent education","F","25-64 years",2017,229.22153,""
"540","Ireland","Bachelor’s or equivalent education","M","25-64 years",2017,206.62764,""
"541","Ireland","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,219.35086,""
"542","Ireland","Master’s, Doctoral or equivalent education","T","25-64 years",2017,246.91174,""
"543","Ireland","Master’s, Doctoral or equivalent education","F","25-64 years",2017,266.14526,""
"544","Ireland","Master’s, Doctoral or equivalent education","M","25-64 years",2017,244.85783,""
"545","Italy","Tertiary education","F","25-64 years",2015,136.84462,""
"546","Italy","Bachelor’s or equivalent education","M","25-64 years",2015,NA,"Data included in another category"
"547","Italy","Tertiary education","F","25-64 years",2015,136.84462,""
"548","Italy","Bachelor’s or equivalent education","M","25-64 years",2015,NA,"Data included in another category"
"549","Italy","Tertiary education","F","25-64 years",2015,136.84462,""
"550","Italy","Bachelor’s or equivalent education","M","25-64 years",2015,NA,"Data included in another category"
"551","Italy","Tertiary education","T","25-64 years",2015,136.45232,""
"552","Italy","Bachelor’s or equivalent education","T","25-64 years",2015,NA,"Data included in another category"
"553","Italy","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2015,133.33153,""
"554","Italy","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,145.2798,""
"555","Italy","Master’s, Doctoral or equivalent education","T","25-64 years",2015,136.45232,"Includes data from another category"
"556","Italy","Master’s, Doctoral or equivalent education","F","25-64 years",2015,133.33153,"Includes data from another category"
"557","Italy","Master’s, Doctoral or equivalent education","M","25-64 years",2015,145.2798,"Includes data from another category"
"558","Italy","Tertiary education","T","25-64 years",2015,136.45232,""
"559","Italy","Bachelor’s or equivalent education","T","25-64 years",2015,NA,"Data included in another category"
"560","Italy","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2015,133.33153,""
"561","Italy","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,145.2798,""
"562","Italy","Master’s, Doctoral or equivalent education","T","25-64 years",2015,136.45232,"Includes data from another category"
"563","Italy","Master’s, Doctoral or equivalent education","F","25-64 years",2015,133.33153,"Includes data from another category"
"564","Italy","Master’s, Doctoral or equivalent education","M","25-64 years",2015,145.2798,"Includes data from another category"
"565","Italy","Tertiary education","T","25-64 years",2015,136.45232,""
"566","Italy","Bachelor’s or equivalent education","T","25-64 years",2015,NA,"Data included in another category"
"567","Italy","Bachelor’s or equivalent education","F","25-64 years",2015,NA,"Data included in another category"
"568","Italy","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2015,133.33153,""
"569","Italy","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,145.2798,""
"570","Italy","Master’s, Doctoral or equivalent education","T","25-64 years",2015,136.45232,"Includes data from another category"
"571","Italy","Master’s, Doctoral or equivalent education","F","25-64 years",2015,133.33153,"Includes data from another category"
"572","Italy","Master’s, Doctoral or equivalent education","M","25-64 years",2015,145.2798,"Includes data from another category"
"573","Italy","Bachelor’s or equivalent education","T","25-64 years",2015,NA,"Data included in another category"
"574","Italy","Bachelor’s or equivalent education","F","25-64 years",2015,NA,"Data included in another category"
"575","Italy","Bachelor’s or equivalent education","M","25-64 years",2015,NA,"Data included in another category"
"576","Italy","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,151.95905,""
"577","Italy","Master’s, Doctoral or equivalent education","T","25-64 years",2015,151.71921,"Includes data from another category"
"578","Italy","Master’s, Doctoral or equivalent education","F","25-64 years",2015,162.56575,"Includes data from another category"
"579","Italy","Master’s, Doctoral or equivalent education","M","25-64 years",2015,151.95905,"Includes data from another category"
"580","Italy","Bachelor’s or equivalent education","T","25-64 years",2015,NA,"Data included in another category"
"581","Italy","Bachelor’s or equivalent education","F","25-64 years",2015,NA,"Data included in another category"
"582","Italy","Bachelor’s or equivalent education","M","25-64 years",2015,NA,"Data included in another category"
"583","Italy","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,151.95905,""
"584","Italy","Master’s, Doctoral or equivalent education","T","25-64 years",2015,151.71921,"Includes data from another category"
"585","Italy","Master’s, Doctoral or equivalent education","F","25-64 years",2015,162.56575,"Includes data from another category"
"586","Italy","Master’s, Doctoral or equivalent education","M","25-64 years",2015,151.95905,"Includes data from another category"
"587","Italy","Bachelor’s or equivalent education","T","25-64 years",2015,NA,"Data included in another category"
"588","Italy","Bachelor’s or equivalent education","F","25-64 years",2015,NA,"Data included in another category"
"589","Italy","Bachelor’s or equivalent education","M","25-64 years",2015,NA,"Data included in another category"
"590","Italy","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2015,151.95905,""
"591","Italy","Master’s, Doctoral or equivalent education","T","25-64 years",2015,151.71921,"Includes data from another category"
"592","Italy","Master’s, Doctoral or equivalent education","F","25-64 years",2015,162.56575,"Includes data from another category"
"593","Italy","Master’s, Doctoral or equivalent education","M","25-64 years",2015,151.95905,"Includes data from another category"
"594","Korea","Tertiary education","F","25-64 years",2017,149.17212,""
"595","Korea","Bachelor’s or equivalent education","T","25-64 years",2017,144.53549,""
"596","Korea","Bachelor’s or equivalent education","M","25-64 years",2017,134.62074,""
"597","Korea","Tertiary education","F","25-64 years",2017,149.17212,""
"598","Korea","Bachelor’s or equivalent education","M","25-64 years",2017,134.62074,""
"599","Korea","Tertiary education","F","25-64 years",2017,149.17212,""
"600","Korea","Bachelor’s or equivalent education","M","25-64 years",2017,134.62074,""
"601","Korea","Tertiary education","T","25-64 years",2017,137.53474,""
"602","Korea","Bachelor’s or equivalent education","T","25-64 years",2017,140.41296,""
"603","Korea","Bachelor’s or equivalent education","F","25-64 years",2017,149.9884,""
"604","Korea","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,156.23456,""
"605","Korea","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,138.90985,""
"606","Korea","Master’s, Doctoral or equivalent education","T","25-64 years",2017,184.08139,""
"607","Korea","Master’s, Doctoral or equivalent education","F","25-64 years",2017,198.74675,""
"608","Korea","Master’s, Doctoral or equivalent education","M","25-64 years",2017,170.94846,""
"609","Korea","Tertiary education","T","25-64 years",2017,137.53474,""
"610","Korea","Bachelor’s or equivalent education","T","25-64 years",2017,140.41296,""
"611","Korea","Bachelor’s or equivalent education","F","25-64 years",2017,149.9884,""
"612","Korea","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,156.23456,""
"613","Korea","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,138.90985,""
"614","Korea","Master’s, Doctoral or equivalent education","T","25-64 years",2017,184.08139,""
"615","Korea","Master’s, Doctoral or equivalent education","F","25-64 years",2017,198.74675,""
"616","Korea","Master’s, Doctoral or equivalent education","M","25-64 years",2017,170.94846,""
"617","Korea","Tertiary education","T","25-64 years",2017,137.53474,""
"618","Korea","Bachelor’s or equivalent education","T","25-64 years",2017,140.41296,""
"619","Korea","Bachelor’s or equivalent education","F","25-64 years",2017,149.9884,""
"620","Korea","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,156.23456,""
"621","Korea","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,138.90985,""
"622","Korea","Master’s, Doctoral or equivalent education","T","25-64 years",2017,184.08139,""
"623","Korea","Master’s, Doctoral or equivalent education","F","25-64 years",2017,198.74675,""
"624","Korea","Master’s, Doctoral or equivalent education","M","25-64 years",2017,170.94846,""
"625","Korea","Bachelor’s or equivalent education","T","25-64 years",2017,174.75151,""
"626","Korea","Bachelor’s or equivalent education","F","25-64 years",2017,174.68741,""
"627","Korea","Bachelor’s or equivalent education","M","25-64 years",2017,166.48235,""
"628","Korea","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,176.79683,""
"629","Korea","Master’s, Doctoral or equivalent education","T","25-64 years",2017,268.14859,""
"630","Korea","Master’s, Doctoral or equivalent education","F","25-64 years",2017,277.36731,""
"631","Korea","Master’s, Doctoral or equivalent education","M","25-64 years",2017,240.48024,""
"632","Korea","Bachelor’s or equivalent education","T","25-64 years",2017,174.75151,""
"633","Korea","Bachelor’s or equivalent education","F","25-64 years",2017,174.68741,""
"634","Korea","Bachelor’s or equivalent education","M","25-64 years",2017,166.48235,""
"635","Korea","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,176.79683,""
"636","Korea","Master’s, Doctoral or equivalent education","T","25-64 years",2017,268.14859,""
"637","Korea","Master’s, Doctoral or equivalent education","F","25-64 years",2017,277.36731,""
"638","Korea","Master’s, Doctoral or equivalent education","M","25-64 years",2017,240.48024,""
"639","Korea","Bachelor’s or equivalent education","T","25-64 years",2017,174.75151,""
"640","Korea","Bachelor’s or equivalent education","F","25-64 years",2017,174.68741,""
"641","Korea","Bachelor’s or equivalent education","M","25-64 years",2017,166.48235,""
"642","Korea","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,176.79683,""
"643","Korea","Master’s, Doctoral or equivalent education","T","25-64 years",2017,268.14859,""
"644","Korea","Master’s, Doctoral or equivalent education","F","25-64 years",2017,277.36731,""
"645","Korea","Master’s, Doctoral or equivalent education","M","25-64 years",2017,240.48024,""
"646","Luxembourg","Tertiary education","F","25-64 years",2016,155.07231,""
"647","Luxembourg","Tertiary education","M","25-64 years",2016,146.70352,""
"648","Luxembourg","Bachelor’s or equivalent education","M","25-64 years",2016,136.5239,""
"649","Luxembourg","Tertiary education","F","25-64 years",2016,156.92076,""
"650","Luxembourg","Tertiary education","M","25-64 years",2016,146.00928,""
"651","Luxembourg","Bachelor’s or equivalent education","M","25-64 years",2016,135.87782,""
"652","Luxembourg","Tertiary education","F","25-64 years",2016,155.07231,""
"653","Luxembourg","Tertiary education","M","25-64 years",2016,146.70352,""
"654","Luxembourg","Bachelor’s or equivalent education","M","25-64 years",2016,136.5239,""
"655","Luxembourg","Tertiary education","T","25-64 years",2016,142.24355,""
"656","Luxembourg","Bachelor’s or equivalent education","T","25-64 years",2016,133.51004,""
"657","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,146.42813,""
"658","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,146.76482,""
"659","Luxembourg","Master’s, Doctoral or equivalent education","T","25-64 years",2016,150.52573,""
"660","Luxembourg","Master’s, Doctoral or equivalent education","F","25-64 years",2016,151.4828,""
"661","Luxembourg","Master’s, Doctoral or equivalent education","M","25-64 years",2016,153.1274,""
"662","Luxembourg","Tertiary education","T","25-64 years",2016,142.16705,""
"663","Luxembourg","Bachelor’s or equivalent education","T","25-64 years",2016,133.43825,""
"664","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,148.57355,""
"665","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,146.16789,""
"666","Luxembourg","Master’s, Doctoral or equivalent education","T","25-64 years",2016,150.44479,""
"667","Luxembourg","Master’s, Doctoral or equivalent education","F","25-64 years",2016,153.70227,""
"668","Luxembourg","Master’s, Doctoral or equivalent education","M","25-64 years",2016,152.50459,""
"669","Luxembourg","Tertiary education","T","25-64 years",2016,142.24355,""
"670","Luxembourg","Bachelor’s or equivalent education","T","25-64 years",2016,133.51004,""
"671","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,146.42813,""
"672","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,146.76482,""
"673","Luxembourg","Master’s, Doctoral or equivalent education","T","25-64 years",2016,150.52573,""
"674","Luxembourg","Master’s, Doctoral or equivalent education","F","25-64 years",2016,151.4828,""
"675","Luxembourg","Master’s, Doctoral or equivalent education","M","25-64 years",2016,153.1274,""
"676","Luxembourg","Bachelor’s or equivalent education","T","25-64 years",2016,190.73935,""
"677","Luxembourg","Bachelor’s or equivalent education","F","25-64 years",2016,229.6176,""
"678","Luxembourg","Bachelor’s or equivalent education","M","25-64 years",2016,169.57768,""
"679","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,207.67685,""
"680","Luxembourg","Master’s, Doctoral or equivalent education","T","25-64 years",2016,248.72322,""
"681","Luxembourg","Master’s, Doctoral or equivalent education","F","25-64 years",2016,271.35434,""
"682","Luxembourg","Master’s, Doctoral or equivalent education","M","25-64 years",2016,233.02835,""
"683","Luxembourg","Bachelor’s or equivalent education","T","25-64 years",2016,188.57454,""
"684","Luxembourg","Bachelor’s or equivalent education","F","25-64 years",2016,231.58818,""
"685","Luxembourg","Bachelor’s or equivalent education","M","25-64 years",2016,167.49376,""
"686","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,205.12471,""
"687","Luxembourg","Master’s, Doctoral or equivalent education","T","25-64 years",2016,245.90031,""
"688","Luxembourg","Master’s, Doctoral or equivalent education","F","25-64 years",2016,273.68311,""
"689","Luxembourg","Master’s, Doctoral or equivalent education","M","25-64 years",2016,230.16466,""
"690","Luxembourg","Bachelor’s or equivalent education","T","25-64 years",2016,190.73935,""
"691","Luxembourg","Bachelor’s or equivalent education","F","25-64 years",2016,229.6176,""
"692","Luxembourg","Bachelor’s or equivalent education","M","25-64 years",2016,169.57768,""
"693","Luxembourg","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,207.67685,""
"694","Luxembourg","Master’s, Doctoral or equivalent education","T","25-64 years",2016,248.72322,""
"695","Luxembourg","Master’s, Doctoral or equivalent education","F","25-64 years",2016,271.35434,""
"696","Luxembourg","Master’s, Doctoral or equivalent education","M","25-64 years",2016,233.02835,""
"697","Mexico","Tertiary education","F","25-64 years",2016,183.8474,""
"698","Mexico","Tertiary education","M","25-64 years",2016,208.67909,""
"699","Mexico","Bachelor’s or equivalent education","M","25-64 years",2016,204.10802,""
"700","Mexico","Tertiary education","F","25-64 years",2016,183.8474,""
"701","Mexico","Tertiary education","M","25-64 years",2016,208.67909,""
"702","Mexico","Bachelor’s or equivalent education","M","25-64 years",2016,204.10802,""
"703","Mexico","Tertiary education","F","25-64 years",2016,183.8474,""
"704","Mexico","Tertiary education","M","25-64 years",2016,208.67909,""
"705","Mexico","Bachelor’s or equivalent education","M","25-64 years",2016,204.10802,""
"706","Mexico","Tertiary education","T","25-64 years",2016,201.83501,""
"707","Mexico","Bachelor’s or equivalent education","T","25-64 years",2016,198.23277,""
"708","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,188.7975,""
"709","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,218.8885,""
"710","Mexico","Master’s, Doctoral or equivalent education","T","25-64 years",2016,319.8989,""
"711","Mexico","Master’s, Doctoral or equivalent education","F","25-64 years",2016,302.88913,""
"712","Mexico","Master’s, Doctoral or equivalent education","M","25-64 years",2016,328.08301,""
"713","Mexico","Tertiary education","T","25-64 years",2016,201.83501,""
"714","Mexico","Bachelor’s or equivalent education","T","25-64 years",2016,198.23277,""
"715","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,188.7975,""
"716","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,218.8885,""
"717","Mexico","Master’s, Doctoral or equivalent education","T","25-64 years",2016,319.8989,""
"718","Mexico","Master’s, Doctoral or equivalent education","F","25-64 years",2016,302.88913,""
"719","Mexico","Master’s, Doctoral or equivalent education","M","25-64 years",2016,328.08301,""
"720","Mexico","Tertiary education","T","25-64 years",2016,201.83501,""
"721","Mexico","Bachelor’s or equivalent education","T","25-64 years",2016,198.23277,""
"722","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2016,188.7975,""
"723","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,218.8885,""
"724","Mexico","Master’s, Doctoral or equivalent education","T","25-64 years",2016,319.8989,""
"725","Mexico","Master’s, Doctoral or equivalent education","F","25-64 years",2016,302.88913,""
"726","Mexico","Master’s, Doctoral or equivalent education","M","25-64 years",2016,328.08301,""
"727","Mexico","Bachelor’s or equivalent education","T","25-64 years",2016,219.59868,""
"728","Mexico","Bachelor’s or equivalent education","F","25-64 years",2016,246.31477,""
"729","Mexico","Bachelor’s or equivalent education","M","25-64 years",2016,203.17503,""
"730","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,210.10342,""
"731","Mexico","Master’s, Doctoral or equivalent education","T","25-64 years",2016,381.08319,""
"732","Mexico","Master’s, Doctoral or equivalent education","F","25-64 years",2016,456.15796,""
"733","Mexico","Master’s, Doctoral or equivalent education","M","25-64 years",2016,323.75696,""
"734","Mexico","Bachelor’s or equivalent education","T","25-64 years",2016,219.59868,""
"735","Mexico","Bachelor’s or equivalent education","F","25-64 years",2016,246.31477,""
"736","Mexico","Bachelor’s or equivalent education","M","25-64 years",2016,203.17503,""
"737","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,210.10342,""
"738","Mexico","Master’s, Doctoral or equivalent education","F","25-64 years",2016,456.15796,""
"739","Mexico","Master’s, Doctoral or equivalent education","M","25-64 years",2016,323.75696,""
"740","Mexico","Bachelor’s or equivalent education","T","25-64 years",2016,219.59868,""
"741","Mexico","Bachelor’s or equivalent education","F","25-64 years",2016,246.31477,""
"742","Mexico","Bachelor’s or equivalent education","M","25-64 years",2016,203.17503,""
"743","Mexico","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2016,210.10342,""
"744","Mexico","Master’s, Doctoral or equivalent education","T","25-64 years",2016,381.08319,""
"745","Mexico","Master’s, Doctoral or equivalent education","F","25-64 years",2016,456.15796,""
"746","Mexico","Master’s, Doctoral or equivalent education","M","25-64 years",2016,323.75696,""
"747","Netherlands","Tertiary education","F","25-64 years",2017,159.16118,""
"748","Netherlands","Tertiary education","M","25-64 years",2017,145.70862,""
"749","Netherlands","Bachelor’s or equivalent education","M","25-64 years",2017,129.35085,""
"750","Netherlands","Tertiary education","F","25-64 years",2017,158.5078,""
"751","Netherlands","Tertiary education","M","25-64 years",2017,145.31641,""
"752","Netherlands","Bachelor’s or equivalent education","M","25-64 years",2017,129.00266,""
"753","Netherlands","Tertiary education","F","25-64 years",2017,159.16118,""
"754","Netherlands","Tertiary education","M","25-64 years",2017,145.70862,""
"755","Netherlands","Bachelor’s or equivalent education","M","25-64 years",2017,129.35085,""
"756","Netherlands","Tertiary education","T","25-64 years",2017,146.8152,""
"757","Netherlands","Bachelor’s or equivalent education","T","25-64 years",2017,130.42937,""
"758","Netherlands","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,142.23004,""
"759","Netherlands","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,153.56111,""
"760","Netherlands","Master’s, Doctoral or equivalent education","T","25-64 years",2017,173.27661,""
"761","Netherlands","Master’s, Doctoral or equivalent education","F","25-64 years",2017,163.55396,""
"762","Netherlands","Master’s, Doctoral or equivalent education","M","25-64 years",2017,181.73517,""
"763","Netherlands","Tertiary education","T","25-64 years",2017,146.45715,""
"764","Netherlands","Bachelor’s or equivalent education","T","25-64 years",2017,130.11128,""
"765","Netherlands","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,141.84877,""
"766","Netherlands","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,153.18622,""
"767","Netherlands","Master’s, Doctoral or equivalent education","T","25-64 years",2017,172.85403,""
"768","Netherlands","Master’s, Doctoral or equivalent education","F","25-64 years",2017,163.11552,""
"769","Netherlands","Master’s, Doctoral or equivalent education","M","25-64 years",2017,181.29149,""
"770","Netherlands","Tertiary education","T","25-64 years",2017,146.8152,""
"771","Netherlands","Bachelor’s or equivalent education","T","25-64 years",2017,130.42937,""
"772","Netherlands","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,142.23004,""
"773","Netherlands","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,153.56111,""
"774","Netherlands","Master’s, Doctoral or equivalent education","T","25-64 years",2017,173.27661,""
"775","Netherlands","Master’s, Doctoral or equivalent education","F","25-64 years",2017,163.55396,""
"776","Netherlands","Master’s, Doctoral or equivalent education","M","25-64 years",2017,181.73517,""
"777","Netherlands","Bachelor’s or equivalent education","T","25-64 years",2017,131.93057,""
"778","Netherlands","Bachelor’s or equivalent education","F","25-64 years",2017,138.95024,""
"779","Netherlands","Bachelor’s or equivalent education","M","25-64 years",2017,129.35085,""
"780","Netherlands","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,146.71356,""
"781","Netherlands","Master’s, Doctoral or equivalent education","F","25-64 years",2017,199.4792,""
"782","Netherlands","Master’s, Doctoral or equivalent education","M","25-64 years",2017,172.80531,""
"783","Netherlands","Bachelor’s or equivalent education","T","25-64 years",2017,131.50812,""
"784","Netherlands","Bachelor’s or equivalent education","F","25-64 years",2017,138.37984,""
"785","Netherlands","Bachelor’s or equivalent education","M","25-64 years",2017,129.00266,""
"786","Netherlands","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,146.31865,""
"787","Netherlands","Master’s, Doctoral or equivalent education","F","25-64 years",2017,198.66031,""
"788","Netherlands","Master’s, Doctoral or equivalent education","M","25-64 years",2017,172.34015,""
"789","Netherlands","Bachelor’s or equivalent education","T","25-64 years",2017,131.93057,""
"790","Netherlands","Bachelor’s or equivalent education","F","25-64 years",2017,138.95024,""
"791","Netherlands","Bachelor’s or equivalent education","M","25-64 years",2017,129.35085,""
"792","Netherlands","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,146.71356,""
"793","Netherlands","Master’s, Doctoral or equivalent education","F","25-64 years",2017,199.4792,""
"794","Netherlands","Master’s, Doctoral or equivalent education","M","25-64 years",2017,172.80531,""
"795","New Zealand","Tertiary education","F","25-64 years",2017,135.23924,""
"796","New Zealand","Tertiary education","M","25-64 years",2017,131.53998,""
"797","New Zealand","Bachelor’s or equivalent education","M","25-64 years",2017,131.05235,""
"798","New Zealand","Tertiary education","F","25-64 years",2017,136.97934,""
"799","New Zealand","Tertiary education","M","25-64 years",2017,130.70523,""
"800","New Zealand","Bachelor’s or equivalent education","M","25-64 years",2017,130.2207,""
"801","New Zealand","Tertiary education","F","25-64 years",2017,135.23924,""
"802","New Zealand","Tertiary education","M","25-64 years",2017,131.53998,""
"803","New Zealand","Bachelor’s or equivalent education","M","25-64 years",2017,131.05235,""
"804","New Zealand","Tertiary education","T","25-64 years",2017,128.82541,""
"805","New Zealand","Bachelor’s or equivalent education","T","25-64 years",2017,126.24461,""
"806","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,132.59918,""
"807","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,132.32159,""
"808","New Zealand","Master’s, Doctoral or equivalent education","T","25-64 years",2017,154.55594,""
"809","New Zealand","Master’s, Doctoral or equivalent education","F","25-64 years",2017,158.76215,""
"810","New Zealand","Master’s, Doctoral or equivalent education","M","25-64 years",2017,152.24686,""
"811","New Zealand","Tertiary education","T","25-64 years",2017,127.89616,""
"812","New Zealand","Bachelor’s or equivalent education","T","25-64 years",2017,125.33397,""
"813","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,135.36259,""
"814","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,133.74982,""
"815","New Zealand","Master’s, Doctoral or equivalent education","T","25-64 years",2017,153.44109,""
"816","New Zealand","Master’s, Doctoral or equivalent education","F","25-64 years",2017,162.0708,""
"817","New Zealand","Master’s, Doctoral or equivalent education","M","25-64 years",2017,153.89014,""
"818","New Zealand","Tertiary education","T","25-64 years",2017,128.82541,""
"819","New Zealand","Bachelor’s or equivalent education","T","25-64 years",2017,126.24461,""
"820","New Zealand","Bachelor’s or equivalent education","F","25-64 years",2017,127.30696,""
"821","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,132.59918,""
"822","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,132.32159,""
"823","New Zealand","Master’s, Doctoral or equivalent education","T","25-64 years",2017,154.55594,""
"824","New Zealand","Master’s, Doctoral or equivalent education","F","25-64 years",2017,158.76215,""
"825","New Zealand","Master’s, Doctoral or equivalent education","M","25-64 years",2017,152.24686,""
"826","New Zealand","Bachelor’s or equivalent education","T","25-64 years",2017,145.05676,""
"827","New Zealand","Bachelor’s or equivalent education","F","25-64 years",2017,152.74519,""
"828","New Zealand","Bachelor’s or equivalent education","M","25-64 years",2017,140.9339,""
"829","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,145.01912,""
"830","New Zealand","Master’s, Doctoral or equivalent education","F","25-64 years",2017,196.44032,""
"831","New Zealand","Master’s, Doctoral or equivalent education","M","25-64 years",2017,162.23865,""
"832","New Zealand","Bachelor’s or equivalent education","T","25-64 years",2017,136.09428,""
"833","New Zealand","Bachelor’s or equivalent education","F","25-64 years",2017,153.35753,""
"834","New Zealand","Bachelor’s or equivalent education","M","25-64 years",2017,136.40576,""
"835","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,140.35974,""
"836","New Zealand","Master’s, Doctoral or equivalent education","F","25-64 years",2017,197.22783,""
"837","New Zealand","Master’s, Doctoral or equivalent education","M","25-64 years",2017,157.02602,""
"838","New Zealand","Bachelor’s or equivalent education","T","25-64 years",2017,145.05676,""
"839","New Zealand","Bachelor’s or equivalent education","F","25-64 years",2017,152.74519,""
"840","New Zealand","Bachelor’s or equivalent education","M","25-64 years",2017,140.9339,""
"841","New Zealand","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,145.01912,""
"842","New Zealand","Master’s, Doctoral or equivalent education","F","25-64 years",2017,196.44032,""
"843","New Zealand","Master’s, Doctoral or equivalent education","M","25-64 years",2017,162.23865,""
"844","Norway","Tertiary education","F","25-64 years",2017,134.31885,""
"845","Norway","Bachelor’s or equivalent education","M","25-64 years",2017,120.89088,""
"846","Norway","Tertiary education","F","25-64 years",2017,133.31596,""
"847","Norway","Tertiary education","M","25-64 years",2017,131.1328,""
"848","Norway","Bachelor’s or equivalent education","M","25-64 years",2017,120.70835,""
"849","Norway","Tertiary education","F","25-64 years",2017,134.31885,""
"850","Norway","Tertiary education","M","25-64 years",2017,131.3311,""
"851","Norway","Bachelor’s or equivalent education","M","25-64 years",2017,120.89088,""
"852","Norway","Tertiary education","T","25-64 years",2017,119.18752,""
"853","Norway","Bachelor’s or equivalent education","T","25-64 years",2017,106.74008,""
"854","Norway","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,121.95365,""
"855","Norway","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,129.88242,""
"856","Norway","Master’s, Doctoral or equivalent education","T","25-64 years",2017,135.58559,""
"857","Norway","Master’s, Doctoral or equivalent education","F","25-64 years",2017,138.8791,""
"858","Norway","Master’s, Doctoral or equivalent education","M","25-64 years",2017,142.13574,""
"859","Norway","Tertiary education","T","25-64 years",2017,119.08782,""
"860","Norway","Bachelor’s or equivalent education","T","25-64 years",2017,106.6508,""
"861","Norway","Bachelor's, Master’s, Doctoral or equivalent education","F","25-64 years",2017,121.26531,""
"862","Norway","Bachelor's, Master’s, Doctoral or equivalent education","M","25-64 years",2017,129.58629,""
"863","Norway","Master’s, Doctoral or equivalent education","T","25-64 years",2017,135.47217,""
