"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"DEU","Germany","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",4200,,
"DEU","Germany","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",4300,,
"DEU","Germany","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",5300,,
"GRC","Greece","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",31,,
"GRC","Greece","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",27,,
"GRC","Greece","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",41,,
"GRC","Greece","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",39,,
"GRC","Greece","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",23,,
"GRC","Greece","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",27,,
"GRC","Greece","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",5,,
"GRC","Greece","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",7,,
"GRC","Greece","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",1300,,
"GRC","Greece","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",1700,,
"GRC","Greece","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",1500,,
"GRC","Greece","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",1700,,
"GRC","Greece","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",1700,,
"GRC","Greece","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",1900,,
"GRC","Greece","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",1800,,
"GRC","Greece","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",2200,,
"IRL","Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",29,,
"IRL","Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",22,,
"IRL","Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",39,,
"IRL","Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",36,,
"IRL","Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",27,,
"IRL","Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",31,,
"IRL","Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",5,,
"IRL","Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",11,,
"IRL","Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2200,,
"IRL","Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2700,,
"IRL","Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2900,,
"IRL","Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3200,,
"IRL","Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3600,,
"IRL","Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3900,,
"IRL","Ireland","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",4400,,
"IRL","Ireland","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",4600,,
"ITA","Italy","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",35,,
"ITA","Italy","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",29,,
"ITA","Italy","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",40,,
"ITA","Italy","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",38,,
"ITA","Italy","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",22,,
"ITA","Italy","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",27,,
"ITA","Italy","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",3,,
"ITA","Italy","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",7,,
"ITA","Italy","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",1900,,
"ITA","Italy","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2500,,
"ITA","Italy","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2100,,
"ITA","Italy","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2500,,
"ITA","Italy","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2600,,
"ITA","Italy","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2900,,
"ITA","Italy","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2800,,
"ITA","Italy","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3300,,
"JPN","Japan","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",9,,
"JPN","Japan","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",7,,
"JPN","Japan","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",32,,
"JPN","Japan","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",23,,
"JPN","Japan","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",45,,
"JPN","Japan","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",44,,
"JPN","Japan","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",14,,
"JPN","Japan","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",26,,
"JPN","Japan","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",1600,,
"JPN","Japan","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2500,,
"JPN","Japan","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",1900,,
"JPN","Japan","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3200,,
"JPN","Japan","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2300,,
"JPN","Japan","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3700,,
"JPN","Japan","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2700,,
"JPN","Japan","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",4400,,
"KOR","Korea","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",24,,
"KOR","Korea","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",18,,
"KOR","Korea","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",42,,
"KOR","Korea","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",39,,
"KOR","Korea","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",29,,
"KOR","Korea","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",35,,
"KOR","Korea","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",4,,
"KOR","Korea","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",8,,
"KOR","Korea","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",1600,,
"KOR","Korea","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2500,,
"KOR","Korea","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2100,,
"KOR","Korea","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3100,,
"KOR","Korea","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2400,,
"KOR","Korea","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3500,,
"KOR","Korea","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3000,,
"KOR","Korea","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",4100,,
"NLD","Netherlands","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",17,,
"NLD","Netherlands","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",12,,
"NLD","Netherlands","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",33,,
"NLD","Netherlands","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",23,,
"NLD","Netherlands","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",38,,
"NLD","Netherlands","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",41,,
"NLD","Netherlands","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",12,,
"NLD","Netherlands","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",24,,
"NLD","Netherlands","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2700,,
"NLD","Netherlands","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2800,,
"NLD","Netherlands","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3100,,
"NLD","Netherlands","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3600,,
"NLD","Netherlands","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3400,,
"NLD","Netherlands","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",4300,,
"NLD","Netherlands","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",4000,,
"NLD","Netherlands","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",4900,,
"NZL","New Zealand","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",21,,
"NZL","New Zealand","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",16,,
"NZL","New Zealand","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",34,,
"NZL","New Zealand","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",28,,
"NZL","New Zealand","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",34,,
"NZL","New Zealand","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",35,,
"NZL","New Zealand","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",11,,
"NZL","New Zealand","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2015","2015",21,,
"NZL","New Zealand","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",2200,,
"NZL","New Zealand","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",2800,,
"NZL","New Zealand","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",2600,,
"NZL","New Zealand","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",3300,,
"NZL","New Zealand","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",3200,,
"NZL","New Zealand","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",4100,,
"NZL","New Zealand","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",3900,,
"NZL","New Zealand","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2015","2015",5100,,
"NOR","Norway","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",17,,
"NOR","Norway","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",12,,
"NOR","Norway","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",32,,
"NOR","Norway","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L2","Level (2)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",24,,
"NOR","Norway","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",38,,
"NOR","Norway","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L3","Level (3)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",39,,
"NOR","Norway","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",14,,
"NOR","Norway","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_SHARE_NUM","Share of population by numeracy proficiency levels","VALUE","Value","2012","2012",25,,
"NOR","Norway","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",2900,,
"NOR","Norway","_T_T_T","All ISCED levels","M","Men","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3200,,
"NOR","Norway","_T_T_T","All ISCED levels","F","Women","Y25T64","25-64 years","L2","Level (2)","PIAAC_MONTH_FTFY_EARNERS_NUM","Full-time full-year monthly earnings, by numeracy level","VALUE","Value","2012","2012",3200,,
